"N","m","q","k","r","beta","o0","o1","mu","bar_y","c","M_E","M_B_sup","M_C_sup","M_pool_threat","M_exists_TY","M_value_TY","M_class_TY","U_D","U_P","U_delta","U_S_mu","U_K_low","U_K_pool","U_K","U_TY_limit","U_exists_TY","U_eta_upper","checked_on","source"
8,7,5,4,3,0.9,0.2,0.6,0.1,0.6,0.128571428571429,0.485714285714286,0.385714285714286,0.0142857142857142,FALSE,TRUE,0.485714285714286,"exclusion",0.8,0.4,0.771428571428571,0.72,0.164571428571429,-0.217142857142857,0.164571428571429,-0.155428571428571,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.2,0.6,0.1,0.6,0.1125,0.55,0.4275,0.0625,FALSE,TRUE,0.55,"exclusion",0.8,0.4,0.7875,0.72,0.153,-0.23,0.153,-0.167,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.2,0.6,0.1,0.6,0.1,0.5,0.37,0,FALSE,TRUE,0.5,"exclusion",0.8,0.4,0.8,0.72,0.144,-0.24,0.144,-0.176,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.5,0.6,0.1,0.6,0.1,0.9,0.46,0.4,FALSE,TRUE,0.9,"exclusion",0.5,0.4,0.1,0.45,0.405,0.35,0.405,0.355,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.5,0.6,0.1,0.6,0.0666666666666667,0.866666666666667,0.396666666666667,0.333333333333333,FALSE,TRUE,0.866666666666667,"exclusion",0.5,0.4,0.133333333333333,0.45,0.39,0.333333333333333,0.39,0.34,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.5,0.6,0.1,0.6,0.05,0.9,0.41,0.35,FALSE,TRUE,0.9,"exclusion",0.5,0.4,0.15,0.45,0.3825,0.325,0.3825,0.3325,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.5,0.6,0.1,0.6,0.04,0.88,0.382,0.32,FALSE,TRUE,0.88,"exclusion",0.5,0.4,0.16,0.45,0.378,0.32,0.378,0.328,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.5,0.6,0.1,0.6,0.0333333333333333,0.9,0.393333333333333,0.333333333333333,FALSE,TRUE,0.9,"exclusion",0.5,0.4,0.166666666666667,0.45,0.375,0.316666666666667,0.375,0.325,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.5,0.6,0.1,0.6,0.0285714285714286,0.885714285714286,0.375714285714286,0.314285714285714,FALSE,TRUE,0.885714285714286,"exclusion",0.5,0.4,0.171428571428571,0.45,0.372857142857143,0.314285714285714,0.372857142857143,0.322857142857143,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.5,0.6,0.1,0.6,0.025,0.9,0.385,0.325,FALSE,TRUE,0.9,"exclusion",0.5,0.4,0.175,0.45,0.37125,0.3125,0.37125,0.32125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.5,0.6,0.1,0.6,0.0222222222222222,0.888888888888889,0.372222222222222,0.311111111111111,FALSE,TRUE,0.888888888888889,"exclusion",0.5,0.4,0.177777777777778,0.45,0.37,0.311111111111111,0.37,0.32,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.5,0.6,0.1,0.6,0.25,0.75,0.475,0.4,FALSE,TRUE,0.75,"exclusion",0.5,0.4,0.25,0.45,0.3375,0.275,0.3375,0.2875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.5,0.6,0.1,0.6,0.166666666666667,0.666666666666667,0.316666666666667,0.233333333333333,FALSE,TRUE,0.666666666666667,"exclusion",0.5,0.4,0.333333333333333,0.45,0.3,0.233333333333333,0.3,0.25,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.5,0.6,0.1,0.6,0.125,0.75,0.35,0.275,FALSE,TRUE,0.75,"exclusion",0.5,0.4,0.375,0.45,0.28125,0.2125,0.28125,0.23125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.5,0.6,0.1,0.6,0.1,0.7,0.28,0.2,FALSE,TRUE,0.7,"exclusion",0.5,0.4,0.4,0.45,0.27,0.2,0.27,0.22,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.5,0.6,0.1,0.6,0.0833333333333333,0.75,0.308333333333333,0.233333333333333,FALSE,TRUE,0.75,"exclusion",0.5,0.4,0.416666666666667,0.45,0.2625,0.191666666666667,0.2625,0.2125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.5,0.6,0.1,0.6,0.0714285714285714,0.714285714285714,0.264285714285714,0.185714285714286,FALSE,TRUE,0.714285714285714,"exclusion",0.5,0.4,0.428571428571429,0.45,0.257142857142857,0.185714285714286,0.257142857142857,0.207142857142857,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.5,0.6,0.1,0.6,0.0625,0.75,0.2875,0.2125,FALSE,TRUE,0.75,"exclusion",0.5,0.4,0.4375,0.45,0.253125,0.18125,0.253125,0.203125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.5,0.6,0.1,0.6,0.0555555555555556,0.722222222222222,0.255555555555556,0.177777777777778,FALSE,TRUE,0.722222222222222,"exclusion",0.5,0.4,0.444444444444444,0.45,0.25,0.177777777777778,0.25,0.2,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.5,0.6,0.1,0.6,0.45,0.55,0.495,0.4,FALSE,TRUE,0.55,"exclusion",0.5,0.4,0.45,0.45,0.2475,0.175,0.2475,0.1975,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.5,0.6,0.1,0.6,0.3,0.4,0.21,0.1,FALSE,TRUE,0.4,"exclusion",0.5,0.4,0.6,0.45,0.18,0.1,0.18,0.13,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.5,0.6,0.1,0.6,0.225,0.55,0.27,0.175,FALSE,TRUE,0.55,"exclusion",0.5,0.4,0.675,0.45,0.14625,0.0625,0.14625,0.09625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.5,0.6,0.1,0.6,0.18,0.46,0.144,0.04,FALSE,TRUE,0.46,"exclusion",0.5,0.4,0.72,0.45,0.126,0.04,0.126,0.076,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.5,0.6,0.1,0.6,0.15,0.55,0.195,0.1,FALSE,TRUE,0.55,"exclusion",0.5,0.4,0.75,0.45,0.1125,0.025,0.1125,0.0625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.5,0.6,0.1,0.6,0.128571428571429,0.485714285714286,0.115714285714286,0.0142857142857142,FALSE,TRUE,0.485714285714286,"exclusion",0.5,0.4,0.771428571428571,0.45,0.102857142857143,0.0142857142857143,0.102857142857143,0.0528571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.5,0.6,0.1,0.6,0.1125,0.55,0.1575,0.0625,FALSE,TRUE,0.55,"exclusion",0.5,0.4,0.7875,0.45,0.095625,0.00625000000000003,0.095625,0.045625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.5,0.6,0.1,0.6,0.1,0.5,0.1,0,FALSE,TRUE,0.5,"exclusion",0.5,0.4,0.8,0.45,0.09,0,0.09,0.04,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.05,0.9,0.1,0.9,0.1,0.9,0.865,0.1,FALSE,TRUE,0.9,"exclusion",0.95,0.1,0.1,0.855,0.7695,0.00499999999999998,0.7695,0.0145,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.05,0.9,0.1,0.9,0.0666666666666667,0.866666666666667,0.801666666666667,0.0333333333333333,FALSE,TRUE,0.866666666666667,"exclusion",0.95,0.1,0.133333333333333,0.855,0.741,-0.0266666666666667,0.741,-0.014,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.05,0.9,0.1,0.9,0.05,0.9,0.815,0.05,FALSE,TRUE,0.9,"exclusion",0.95,0.1,0.15,0.855,0.72675,-0.0425,0.72675,-0.02825,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.05,0.9,0.1,0.9,0.04,0.88,0.787,0.02,FALSE,TRUE,0.88,"exclusion",0.95,0.1,0.16,0.855,0.7182,-0.052,0.7182,-0.0368,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.05,0.9,0.1,0.9,0.0333333333333333,0.9,0.798333333333333,0.0333333333333333,FALSE,TRUE,0.9,"exclusion",0.95,0.1,0.166666666666667,0.855,0.7125,-0.0583333333333333,0.7125,-0.0425,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.05,0.9,0.1,0.9,0.0285714285714286,0.885714285714286,0.780714285714286,0.0142857142857143,FALSE,TRUE,0.885714285714286,"exclusion",0.95,0.1,0.171428571428571,0.855,0.708428571428571,-0.0628571428571429,0.708428571428571,-0.0465714285714286,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.05,0.9,0.1,0.9,0.025,0.9,0.79,0.025,FALSE,TRUE,0.9,"exclusion",0.95,0.1,0.175,0.855,0.705375,-0.06625,0.705375,-0.049625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.05,0.9,0.1,0.9,0.0222222222222222,0.888888888888889,0.777222222222222,0.0111111111111111,FALSE,TRUE,0.888888888888889,"exclusion",0.95,0.1,0.177777777777778,0.855,0.703,-0.0688888888888889,0.703,-0.052,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.05,0.9,0.1,0.9,0.25,0.75,0.88,0.1,FALSE,TRUE,0.88,"low_only",0.95,0.1,0.25,0.855,0.64125,-0.1375,0.64125,-0.11375,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.05,0.9,0.1,0.9,0.166666666666667,0.666666666666667,0.721666666666667,-0.0666666666666667,FALSE,FALSE,NA,"empty",0.95,0.1,0.333333333333333,0.855,0.57,-0.216666666666667,0.57,-0.185,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.05,0.9,0.1,0.9,0.125,0.75,0.755,-0.025,FALSE,FALSE,NA,"empty",0.95,0.1,0.375,0.855,0.534375,-0.25625,0.534375,-0.220625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.05,0.9,0.1,0.9,0.1,0.7,0.685,-0.1,FALSE,TRUE,0.7,"exclusion",0.95,0.1,0.4,0.855,0.513,-0.28,0.513,-0.242,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.05,0.9,0.1,0.9,0.0833333333333333,0.75,0.713333333333333,-0.0666666666666667,FALSE,TRUE,0.75,"exclusion",0.95,0.1,0.416666666666667,0.855,0.49875,-0.295833333333333,0.49875,-0.25625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.05,0.9,0.1,0.9,0.0714285714285714,0.714285714285714,0.669285714285714,-0.114285714285714,FALSE,TRUE,0.714285714285714,"exclusion",0.95,0.1,0.428571428571429,0.855,0.488571428571428,-0.307142857142857,0.488571428571428,-0.266428571428571,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.05,0.9,0.1,0.9,0.0625,0.75,0.6925,-0.0875,FALSE,TRUE,0.75,"exclusion",0.95,0.1,0.4375,0.855,0.4809375,-0.315625,0.4809375,-0.2740625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.05,0.9,0.1,0.9,0.0555555555555556,0.722222222222222,0.660555555555556,-0.122222222222222,FALSE,TRUE,0.722222222222222,"exclusion",0.95,0.1,0.444444444444444,0.855,0.475,-0.322222222222222,0.475,-0.28,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.05,0.9,0.1,0.9,0.45,0.55,0.9,0.1,FALSE,TRUE,0.9,"low_only",0.95,0.1,0.45,0.855,0.47025,-0.3275,0.47025,-0.28475,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.05,0.9,0.1,0.9,0.3,0.4,0.615,-0.2,FALSE,FALSE,NA,"empty",0.95,0.1,0.6,0.855,0.342,-0.47,0.342,-0.413,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.05,0.9,0.1,0.9,0.225,0.55,0.675,-0.125,FALSE,FALSE,NA,"empty",0.95,0.1,0.675,0.855,0.277875,-0.54125,0.277875,-0.477125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.05,0.9,0.1,0.9,0.18,0.46,0.549,-0.26,FALSE,FALSE,NA,"empty",0.95,0.1,0.72,0.855,0.2394,-0.584,0.2394,-0.5156,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.05,0.9,0.1,0.9,0.15,0.55,0.6,-0.2,FALSE,FALSE,NA,"empty",0.95,0.1,0.75,0.855,0.21375,-0.6125,0.21375,-0.54125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.05,0.9,0.1,0.9,0.128571428571429,0.485714285714286,0.520714285714286,-0.285714285714286,FALSE,FALSE,NA,"empty",0.95,0.1,0.771428571428571,0.855,0.195428571428571,-0.632857142857143,0.195428571428571,-0.559571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.05,0.9,0.1,0.9,0.1125,0.55,0.5625,-0.2375,FALSE,FALSE,NA,"empty",0.95,0.1,0.7875,0.855,0.1816875,-0.648125,0.1816875,-0.5733125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.05,0.9,0.1,0.9,0.1,0.5,0.505,-0.3,FALSE,FALSE,NA,"empty",0.95,0.1,0.8,0.855,0.171,-0.66,0.171,-0.584,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.2,0.9,0.1,0.9,0.1,0.9,0.73,0.1,FALSE,TRUE,0.9,"exclusion",0.8,0.1,0.1,0.72,0.648,0.02,0.648,0.028,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.2,0.9,0.1,0.9,0.0666666666666667,0.866666666666667,0.666666666666667,0.0333333333333333,FALSE,TRUE,0.866666666666667,"exclusion",0.8,0.1,0.133333333333333,0.72,0.624,-0.0066666666666667,0.624,0.00399999999999996,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.2,0.9,0.1,0.9,0.05,0.9,0.68,0.05,FALSE,TRUE,0.9,"exclusion",0.8,0.1,0.15,0.72,0.612,-0.02,0.612,-0.00800000000000005,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.2,0.9,0.1,0.9,0.04,0.88,0.652,0.02,FALSE,TRUE,0.88,"exclusion",0.8,0.1,0.16,0.72,0.6048,-0.028,0.6048,-0.0152,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.2,0.9,0.1,0.9,0.0333333333333333,0.9,0.663333333333333,0.0333333333333333,FALSE,TRUE,0.9,"exclusion",0.8,0.1,0.166666666666667,0.72,0.6,-0.0333333333333334,0.6,-0.02,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.2,0.9,0.1,0.9,0.0285714285714286,0.885714285714286,0.645714285714286,0.0142857142857143,FALSE,TRUE,0.885714285714286,"exclusion",0.8,0.1,0.171428571428571,0.72,0.596571428571429,-0.0371428571428572,0.596571428571429,-0.0234285714285715,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.2,0.9,0.1,0.9,0.025,0.9,0.655,0.025,FALSE,TRUE,0.9,"exclusion",0.8,0.1,0.175,0.72,0.594,-0.04,0.594,-0.026,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.2,0.9,0.1,0.9,0.0222222222222222,0.888888888888889,0.642222222222222,0.0111111111111111,FALSE,TRUE,0.888888888888889,"exclusion",0.8,0.1,0.177777777777778,0.72,0.592,-0.0422222222222222,0.592,-0.0280000000000001,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.2,0.9,0.1,0.9,0.25,0.75,0.745,0.1,FALSE,TRUE,0.75,"exclusion",0.8,0.1,0.25,0.72,0.54,-0.1,0.54,-0.08,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.2,0.9,0.1,0.9,0.166666666666667,0.666666666666667,0.586666666666667,-0.0666666666666667,FALSE,TRUE,0.666666666666667,"exclusion",0.8,0.1,0.333333333333333,0.72,0.48,-0.166666666666667,0.48,-0.14,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.2,0.9,0.1,0.9,0.125,0.75,0.62,-0.025,FALSE,TRUE,0.75,"exclusion",0.8,0.1,0.375,0.72,0.45,-0.2,0.45,-0.17,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.2,0.9,0.1,0.9,0.1,0.7,0.55,-0.1,FALSE,TRUE,0.7,"exclusion",0.8,0.1,0.4,0.72,0.432,-0.22,0.432,-0.188,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.2,0.9,0.1,0.9,0.0833333333333333,0.75,0.578333333333333,-0.0666666666666667,FALSE,TRUE,0.75,"exclusion",0.8,0.1,0.416666666666667,0.72,0.42,-0.233333333333333,0.42,-0.2,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.2,0.9,0.1,0.9,0.0714285714285714,0.714285714285714,0.534285714285714,-0.114285714285714,FALSE,TRUE,0.714285714285714,"exclusion",0.8,0.1,0.428571428571429,0.72,0.411428571428571,-0.242857142857143,0.411428571428571,-0.208571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.2,0.9,0.1,0.9,0.0625,0.75,0.5575,-0.0875,FALSE,TRUE,0.75,"exclusion",0.8,0.1,0.4375,0.72,0.405,-0.25,0.405,-0.215,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.2,0.9,0.1,0.9,0.0555555555555556,0.722222222222222,0.525555555555556,-0.122222222222222,FALSE,TRUE,0.722222222222222,"exclusion",0.8,0.1,0.444444444444444,0.72,0.4,-0.255555555555556,0.4,-0.22,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.2,0.9,0.1,0.9,0.45,0.55,0.765,0.1,FALSE,TRUE,0.765,"low_only",0.8,0.1,0.45,0.72,0.396,-0.26,0.396,-0.224,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.2,0.9,0.1,0.9,0.3,0.4,0.48,-0.2,FALSE,FALSE,NA,"empty",0.8,0.1,0.6,0.72,0.288,-0.38,0.288,-0.332,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.2,0.9,0.1,0.9,0.225,0.55,0.54,-0.125,FALSE,TRUE,0.55,"exclusion",0.8,0.1,0.675,0.72,0.234,-0.44,0.234,-0.386,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.2,0.9,0.1,0.9,0.18,0.46,0.414,-0.26,FALSE,TRUE,0.46,"exclusion",0.8,0.1,0.72,0.72,0.2016,-0.476,0.2016,-0.4184,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.2,0.9,0.1,0.9,0.15,0.55,0.465,-0.2,FALSE,TRUE,0.55,"exclusion",0.8,0.1,0.75,0.72,0.18,-0.5,0.18,-0.44,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.2,0.9,0.1,0.9,0.128571428571429,0.485714285714286,0.385714285714286,-0.285714285714286,FALSE,TRUE,0.485714285714286,"exclusion",0.8,0.1,0.771428571428571,0.72,0.164571428571429,-0.517142857142857,0.164571428571429,-0.455428571428572,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.2,0.9,0.1,0.9,0.1125,0.55,0.4275,-0.2375,FALSE,TRUE,0.55,"exclusion",0.8,0.1,0.7875,0.72,0.153,-0.53,0.153,-0.467,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.2,0.9,0.1,0.9,0.1,0.5,0.37,-0.3,FALSE,TRUE,0.5,"exclusion",0.8,0.1,0.8,0.72,0.144,-0.54,0.144,-0.476,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.5,0.9,0.1,0.9,0.1,0.9,0.46,0.1,FALSE,TRUE,0.9,"exclusion",0.5,0.1,0.1,0.45,0.405,0.05,0.405,0.055,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.5,0.9,0.1,0.9,0.0666666666666667,0.866666666666667,0.396666666666667,0.0333333333333333,FALSE,TRUE,0.866666666666667,"exclusion",0.5,0.1,0.133333333333333,0.45,0.39,0.0333333333333333,0.39,0.04,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.5,0.9,0.1,0.9,0.05,0.9,0.41,0.05,FALSE,TRUE,0.9,"exclusion",0.5,0.1,0.15,0.45,0.3825,0.025,0.3825,0.0325,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.5,0.9,0.1,0.9,0.04,0.88,0.382,0.02,FALSE,TRUE,0.88,"exclusion",0.5,0.1,0.16,0.45,0.378,0.02,0.378,0.028,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.5,0.9,0.1,0.9,0.0333333333333333,0.9,0.393333333333333,0.0333333333333333,FALSE,TRUE,0.9,"exclusion",0.5,0.1,0.166666666666667,0.45,0.375,0.0166666666666666,0.375,0.025,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.5,0.9,0.1,0.9,0.0285714285714286,0.885714285714286,0.375714285714286,0.0142857142857143,FALSE,TRUE,0.885714285714286,"exclusion",0.5,0.1,0.171428571428571,0.45,0.372857142857143,0.0142857142857142,0.372857142857143,0.0228571428571428,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.5,0.9,0.1,0.9,0.025,0.9,0.385,0.025,FALSE,TRUE,0.9,"exclusion",0.5,0.1,0.175,0.45,0.37125,0.0125,0.37125,0.02125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.5,0.9,0.1,0.9,0.0222222222222222,0.888888888888889,0.372222222222222,0.0111111111111111,FALSE,TRUE,0.888888888888889,"exclusion",0.5,0.1,0.177777777777778,0.45,0.37,0.0111111111111111,0.37,0.02,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.5,0.9,0.1,0.9,0.25,0.75,0.475,0.1,FALSE,TRUE,0.75,"exclusion",0.5,0.1,0.25,0.45,0.3375,-0.025,0.3375,-0.0125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.5,0.9,0.1,0.9,0.166666666666667,0.666666666666667,0.316666666666667,-0.0666666666666667,FALSE,TRUE,0.666666666666667,"exclusion",0.5,0.1,0.333333333333333,0.45,0.3,-0.0666666666666667,0.3,-0.05,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.5,0.9,0.1,0.9,0.125,0.75,0.35,-0.025,FALSE,TRUE,0.75,"exclusion",0.5,0.1,0.375,0.45,0.28125,-0.0875,0.28125,-0.06875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.5,0.9,0.1,0.9,0.1,0.7,0.28,-0.1,FALSE,TRUE,0.7,"exclusion",0.5,0.1,0.4,0.45,0.27,-0.1,0.27,-0.08,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.5,0.9,0.1,0.9,0.0833333333333333,0.75,0.308333333333333,-0.0666666666666667,FALSE,TRUE,0.75,"exclusion",0.5,0.1,0.416666666666667,0.45,0.2625,-0.108333333333333,0.2625,-0.0875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.5,0.9,0.1,0.9,0.0714285714285714,0.714285714285714,0.264285714285714,-0.114285714285714,FALSE,TRUE,0.714285714285714,"exclusion",0.5,0.1,0.428571428571429,0.45,0.257142857142857,-0.114285714285714,0.257142857142857,-0.0928571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.5,0.9,0.1,0.9,0.0625,0.75,0.2875,-0.0875,FALSE,TRUE,0.75,"exclusion",0.5,0.1,0.4375,0.45,0.253125,-0.11875,0.253125,-0.096875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.5,0.9,0.1,0.9,0.0555555555555556,0.722222222222222,0.255555555555556,-0.122222222222222,FALSE,TRUE,0.722222222222222,"exclusion",0.5,0.1,0.444444444444444,0.45,0.25,-0.122222222222222,0.25,-0.1,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.5,0.9,0.1,0.9,0.45,0.55,0.495,0.1,FALSE,TRUE,0.55,"exclusion",0.5,0.1,0.45,0.45,0.2475,-0.125,0.2475,-0.1025,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
